bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	median.len	median.len.ratio
chr3	193566108	686016102	194144851	246.0	0.000195127987302
chr3	194144851	686594845	194704709	256.0	0.000203060019307
chr3	194704709	687154703	195317656	253.0	0.000200680409705
chr3	195317656	687767650	196020235	260.0	0.000206232832108
chr3	196020235	688470229	196590004	256.0	0.000203060019307
chr3	196590004	689039998	197200943	266.5	0.000211388652911
chr3	197200943	689650937	198022430	264.0	0.00020940564491
chr4	0	690472424	628540	253.0	0.000200680409705
chr4	628540	691100964	1249289	249.0	0.000197507596904
chr4	1249289	691721713	1902063	249.0	0.000197507596904
chr4	1902063	692374487	2453272	249.5	0.000197904198504
chr4	2453272	692925696	3018291	248.5	0.000197110995303
chr4	3018291	693490715	3603250	250.0	0.000198300800104
chr4	3603250	694075674	4310948	254.0	0.000201473612906
chr4	4310948	694783372	4833875	242.0	0.000191955174501
chr4	4833875	695306299	5394661	246.0	0.000195127987302
chr4	5394661	695867085	5935308	242.0	0.000191955174501
chr4	5935308	696407732	6461015	242.0	0.000191955174501
chr4	6461015	696933439	7017213	247.0	0.000195921190503
chr4	7017213	697489637	7553195	245.0	0.000194334784102
chr4	7553195	698025619	8078829	245.0	0.000194334784102
chr4	8078829	698551253	8613798	248.0	0.000196714393703
chr4	8613798	699086222	9626517	259.0	0.000205439628908
chr4	9626517	700098941	10183761	245.0	0.000194334784102
chr4	10183761	700656185	10688749	240.0	0.0001903687681
chr4	10688749	701161173	11251943	245.0	0.000194334784102
chr4	11251943	701724367	11817581	245.0	0.000194334784102
chr4	11817581	702290005	12408702	260.0	0.000206232832108
chr4	12408702	702881126	12963428	244.0	0.000193541580902
chr4	12963428	703435852	13502857	250.0	0.000198300800104
chr4	13502857	703975281	14075677	244.0	0.000193541580902
chr4	14075677	704548101	14611752	244.0	0.000193541580902
chr4	14611752	705084176	15192410	239.0	0.000189575564899
chr4	15192410	705664834	15737287	244.0	0.000193541580902
chr4	15737287	706209711	16289279	252.0	0.000199887206505
chr4	16289279	706761703	16831171	239.0	0.000189575564899
chr4	16831171	707303595	17355823	245.0	0.000194334784102
chr4	17355823	707828247	17922446	254.0	0.000201473612906
chr4	17922446	708394870	18485448	244.0	0.000193541580902
chr4	18485448	708957872	19037055	250.0	0.000198300800104
chr4	19037055	709509479	19599287	253.0	0.000200680409705
chr4	19599287	710071711	20189953	250.0	0.000198300800104
chr4	20189953	710662377	20761194	255.0	0.000202266816106
chr4	20761194	711233618	21330782	248.0	0.000196714393703
chr4	21330782	711803206	21897049	250.0	0.000198300800104
chr4	21897049	712369473	22453875	243.0	0.000192748377701
chr4	22453875	712926299	23025846	256.0	0.000203060019307
chr4	23025846	713498270	23576501	254.0	0.000201473612906
chr4	23576501	714048925	24139580	246.0	0.000195127987302
chr4	24139580	714612004	24707129	258.0	0.000204646425707
chr4	24707129	715179553	25239688	239.0	0.000189575564899
chr4	25239688	715712112	25763773	245.0	0.000194334784102
chr4	25763773	716236197	26305914	253.0	0.000200680409705
chr4	26305914	716778338	26907754	254.0	0.000201473612906
chr4	26907754	717380178	27501657	254.0	0.000201473612906
chr4	27501657	717974081	28093367	258.0	0.000204646425707
chr4	28093367	718565791	28662900	249.0	0.000197507596904
chr4	28662900	719135324	29255299	262.0	0.000207819238509
chr4	29255299	719727723	29853702	263.0	0.000208612441709
chr4	29853702	720326126	30432900	252.0	0.000199887206505
chr4	30432900	720905324	31021402	263.0	0.000208612441709
chr4	31021402	721493826	31582973	257.0	0.000203853222507
chr4	31582973	722055397	32185126	255.0	0.000202266816106
chr4	32185126	722657550	32787817	249.0	0.000197507596904
chr4	32787817	723260241	33369045	256.0	0.000203060019307
chr4	33369045	723841469	33958877	260.0	0.000206232832108
chr4	33958877	724431301	34546811	246.0	0.000195127987302
chr4	34546811	725019235	35154679	265.0	0.00021019884811
chr4	35154679	725627103	35748902	253.0	0.000200680409705
chr4	35748902	726221326	36347516	257.0	0.000203853222507
chr4	36347516	726819940	36946045	256.0	0.000203060019307
chr4	36946045	727418469	37488413	252.0	0.000199887206505
chr4	37488413	727960837	38060334	255.0	0.000202266816106
chr4	38060334	728532758	38592051	243.0	0.000192748377701
chr4	38592051	729064475	39169663	251.0	0.000199094003304
chr4	39169663	729642087	39722280	244.0	0.000193541580902
chr4	39722280	730194704	40251926	252.0	0.000199887206505
chr4	40251926	730724350	40785052	251.0	0.000199094003304
chr4	40785052	731257476	41341852	249.0	0.000197507596904
chr4	41341852	731814276	41872531	250.0	0.000198300800104
chr4	41872531	732344955	42440334	255.0	0.000202266816106
chr4	42440334	732912758	43012076	251.0	0.000199094003304
chr4	43012076	733484500	43618083	252.0	0.000199887206505
chr4	43618083	734090507	44246212	259.0	0.000205439628908
chr4	44246212	734718636	44833278	259.0	0.000205439628908
chr4	44833278	735305702	45419145	252.0	0.000199887206505
chr4	45419145	735891569	45997111	246.0	0.000195127987302
chr4	45997111	736469535	46588348	252.0	0.000199887206505
chr4	46588348	737060772	47175502	255.0	0.000202266816106
chr4	47175502	737647926	47736758	253.0	0.000200680409705
chr4	47736758	738209182	48325894	247.0	0.000195921190503
chr4	48325894	738798318	48904076	248.0	0.000196714393703
chr4	48904076	739376500	52954066	259.0	0.000205439628908
chr4	52954066	743426490	53530567	239.0	0.000189575564899
chr4	53530567	744002991	54076198	259.0	0.000205439628908
chr4	54076198	744548622	54646614	248.0	0.000196714393703
chr4	54646614	745119038	55234690	250.0	0.000198300800104
chr4	55234690	745707114	55798925	251.0	0.000199094003304
chr4	55798925	746271349	56362174	253.0	0.000200680409705
chr4	56362174	746834598	56926412	257.0	0.000203853222507
chr4	56926412	747398836	57509526	257.0	0.000203853222507
chr4	57509526	747981950	58028833	254.0	0.000201473612906
chr4	58028833	748501257	58607434	243.0	0.000192748377701
chr4	58607434	749079858	59223267	254.0	0.000201473612906
chr4	59223267	749695691	59895175	264.0	0.00020940564491
chr4	59895175	750367599	60529646	247.0	0.000195921190503
chr4	60529646	751002070	61148985	260.0	0.000206232832108
chr4	61148985	751621409	61736641	254.0	0.000201473612906
chr4	61736641	752209065	62329043	256.0	0.000203060019307
chr4	62329043	752801467	62959190	256.0	0.000203060019307
chr4	62959190	753431614	63572545	251.0	0.000199094003304
chr4	63572545	754044969	64236624	270.0	0.000214164864112
chr4	64236624	754709048	64853343	251.0	0.000199094003304
chr4	64853343	755325767	65484380	259.0	0.000205439628908
chr4	65484380	755956804	66093344	263.0	0.000208612441709
chr4	66093344	756565768	66717124	257.0	0.000203853222507
chr4	66717124	757189548	67324983	255.0	0.000202266816106
chr4	67324983	757797407	67906950	256.0	0.000203060019307
chr4	67906950	758379374	68535851	259.0	0.000205439628908
chr4	68535851	759008275	69117636	255.0	0.000202266816106
chr4	69117636	759590060	69738383	260.0	0.000206232832108
chr4	69738383	760210807	70374732	256.0	0.000203060019307
chr4	70374732	760847156	70993322	257.0	0.000203853222507
chr4	70993322	761465746	71596912	250.0	0.000198300800104
chr4	71596912	762069336	72175431	244.0	0.000193541580902
chr4	72175431	762647855	72778757	256.0	0.000203060019307
chr4	72778757	763251181	73372231	251.0	0.000199094003304
chr4	73372231	763844655	73955345	259.0	0.000205439628908
chr4	73955345	764427769	74573738	258.0	0.000204646425707
chr4	74573738	765046162	75161593	246.0	0.000195127987302
chr4	75161593	765634017	75842903	247.0	0.000195921190503
chr4	75842903	766315327	76430257	247.0	0.000195921190503
chr4	76430257	766902681	76974084	255.0	0.000202266816106
chr4	76974084	767446508	77532496	258.0	0.000204646425707
chr4	77532496	768004920	78095245	252.0	0.000199887206505
chr4	78095245	768567669	78642863	243.0	0.000192748377701
chr4	78642863	769115287	79250169	248.0	0.000196714393703
chr4	79250169	769722593	79817653	257.0	0.000203853222507
chr4	79817653	770290077	80409471	262.0	0.000207819238509
chr4	80409471	770881895	81050313	262.0	0.000207819238509
chr4	81050313	771522737	81679936	261.0	0.000207026035309
chr4	81679936	772152360	82264668	256.0	0.000203060019307
chr4	82264668	772737092	82820305	255.0	0.000202266816106
chr4	82820305	773292729	83407608	254.0	0.000201473612906
chr4	83407608	773880032	83949139	251.0	0.000199094003304
chr4	83949139	774421563	84515121	247.0	0.000195921190503
chr4	84515121	774987545	85095717	254.0	0.000201473612906
chr4	85095717	775568141	85676059	247.0	0.000195921190503
chr4	85676059	776148483	86216995	256.0	0.000203060019307
chr4	86216995	776689419	86792847	254.0	0.000201473612906
chr4	86792847	777265271	87403093	257.0	0.000203853222507
chr4	87403093	777875517	88000419	253.0	0.000200680409705
chr4	88000419	778472843	88580803	256.0	0.000203060019307
chr4	88580803	779053227	89166840	250.0	0.000198300800104
chr4	89166840	779639264	89741360	250.0	0.000198300800104
chr4	89741360	780213784	90320222	253.0	0.000200680409705
chr4	90320222	780792646	90934194	255.0	0.000202266816106
chr4	90934194	781406618	91535351	266.0	0.000210992051311
chr4	91535351	782007775	92177860	263.0	0.000208612441709
chr4	92177860	782650284	92769952	252.0	0.000199887206505
chr4	92769952	783242376	93361617	250.0	0.000198300800104
chr4	93361617	783834041	93967328	253.0	0.000200680409705
chr4	93967328	784439752	94587357	259.0	0.000205439628908
chr4	94587357	785059781	95177877	254.0	0.000201473612906
chr4	95177877	785650301	95795636	261.0	0.000207026035309
chr4	95795636	786268060	96363949	251.0	0.000199094003304
chr4	96363949	786836373	96942785	249.0	0.000197507596904
chr4	96942785	787415209	97530296	257.0	0.000203853222507
chr4	97530296	788002720	98132913	264.0	0.00020940564491
chr4	98132913	788605337	98734517	259.0	0.000205439628908
chr4	98734517	789206941	99340640	262.0	0.000207819238509
chr4	99340640	789813064	99903387	249.0	0.000197507596904
chr4	99903387	790375811	100511410	260.0	0.000206232832108
chr4	100511410	790983834	101089128	252.0	0.000199887206505
chr4	101089128	791561552	101719073	252.0	0.000199887206505
chr4	101719073	792191497	102317619	258.0	0.000204646425707
chr4	102317619	792790043	102898195	262.0	0.000207819238509
chr4	102898195	793370619	103484524	254.0	0.000201473612906
chr4	103484524	793956948	104094048	263.0	0.000208612441709
chr4	104094048	794566472	104700424	255.0	0.000202266816106
chr4	104700424	795172848	105303093	252.0	0.000199887206505
chr4	105303093	795775517	105904183	254.0	0.000201473612906
chr4	105904183	796376607	106488058	253.0	0.000200680409705
chr4	106488058	796960482	107073952	260.0	0.000206232832108
chr4	107073952	797546376	107710592	259.0	0.000205439628908
chr4	107710592	798183016	108318740	259.0	0.000205439628908
chr4	108318740	798791164	108893636	257.0	0.000203853222507
chr4	108893636	799366060	109469145	256.0	0.000203060019307
chr4	109469145	799941569	110023868	250.0	0.000198300800104
chr4	110023868	800496292	110602727	247.0	0.000195921190503
chr4	110602727	801075151	111154701	247.0	0.000195921190503
chr4	111154701	801627125	111769154	260.0	0.000206232832108
chr4	111769154	802241578	112398542	257.0	0.000203853222507
chr4	112398542	802870966	112999349	256.0	0.000203060019307
chr4	112999349	803471773	113604408	248.0	0.000196714393703
chr4	113604408	804076832	114177160	263.0	0.000208612441709
chr4	114177160	804649584	114767305	274.0	0.000217337676914
chr4	114767305	805239729	115389738	248.0	0.000196714393703
chr4	115389738	805862162	115961343	262.0	0.000207819238509
chr4	115961343	806433767	116579916	251.0	0.000199094003304
chr4	116579916	807052340	117183254	259.0	0.000205439628908
chr4	117183254	807655678	117805514	265.0	0.00021019884811
chr4	117805514	808277938	118407375	252.0	0.000199887206505
chr4	118407375	808879799	118999480	258.0	0.000204646425707
chr4	118999480	809471904	119740258	261.0	0.000207026035309
chr4	119740258	810212682	120386754	250.0	0.000198300800104
chr4	120386754	810859178	120975961	258.0	0.000204646425707
chr4	120975961	811448385	121584082	256.0	0.000203060019307
chr4	121584082	812056506	122169808	253.0	0.000200680409705
chr4	122169808	812642232	122729005	261.0	0.000207026035309
chr4	122729005	813201429	123348893	259.0	0.000205439628908
chr4	123348893	813821317	123929709	255.0	0.000202266816106
chr4	123929709	814402133	124492748	258.0	0.000204646425707
chr4	124492748	814965172	125065767	258.0	0.000204646425707
chr4	125065767	815538191	125691847	254.0	0.000201473612906
chr4	125691847	816164271	126293813	264.0	0.00020940564491
chr4	126293813	816766237	126896467	258.0	0.000204646425707
chr4	126896467	817368891	127470727	260.0	0.000206232832108
chr4	127470727	817943151	128076078	256.0	0.000203060019307
chr4	128076078	818548502	128653013	251.0	0.000199094003304
chr4	128653013	819125437	129256617	257.0	0.000203853222507
chr4	129256617	819729041	129828059	249.0	0.000197507596904
chr4	129828059	820300483	130454966	258.0	0.000204646425707
chr4	130454966	820927390	131058370	260.0	0.000206232832108
chr4	131058370	821530794	131648332	251.0	0.000199094003304
chr4	131648332	822120756	132265906	268.0	0.000212578457712
chr4	132265906	822738330	133073024	263.0	0.000208612441709
chr4	133073024	823545448	133687683	258.0	0.000204646425707
chr4	133687683	824160107	134285719	260.0	0.000206232832108
chr4	134285719	824758143	134909089	257.0	0.000203853222507
chr4	134909089	825381513	135542551	253.0	0.000200680409705
chr4	135542551	826014975	136178237	259.0	0.000205439628908
chr4	136178237	826650661	136789603	260.0	0.000206232832108
chr4	136789603	827262027	137447477	258.0	0.000204646425707
chr4	137447477	827919901	138059629	256.0	0.000203060019307
chr4	138059629	828532053	138640430	261.0	0.000207026035309
chr4	138640430	829112854	139220576	261.0	0.000207026035309
chr4	139220576	829693000	139797608	249.0	0.000197507596904
chr4	139797608	830270032	140388186	255.0	0.000202266816106
chr4	140388186	830860610	140941947	254.0	0.000201473612906
chr4	140941947	831414371	141554973	259.0	0.000205439628908
chr4	141554973	832027397	142111724	246.0	0.000195127987302
chr4	142111724	832584148	142687061	256.0	0.000203060019307
chr4	142687061	833159485	143270522	250.0	0.000198300800104
chr4	143270522	833742946	143840682	252.0	0.000199887206505
chr4	143840682	834313106	144443864	261.0	0.000207026035309
chr4	144443864	834916288	145187496	260.0	0.000206232832108
chr4	145187496	835659920	145793407	255.0	0.000202266816106
chr4	145793407	836265831	146387725	257.0	0.000203853222507
chr4	146387725	836860149	146996724	258.0	0.000204646425707
chr4	146996724	837469148	147600153	255.0	0.000202266816106
chr4	147600153	838072577	148186404	250.0	0.000198300800104
chr4	148186404	838658828	148742461	247.0	0.000195921190503
chr4	148742461	839214885	149314884	250.0	0.000198300800104
chr4	149314884	839787308	149904192	253.0	0.000200680409705
chr4	149904192	840376616	150487483	247.0	0.000195921190503
chr4	150487483	840959907	151062799	252.0	0.000199887206505
chr4	151062799	841535223	151670957	258.0	0.000204646425707
chr4	151670957	842143381	152230870	254.0	0.000201473612906
chr4	152230870	842703294	152785544	253.0	0.000200680409705
chr4	152785544	843257968	153311694	243.0	0.000192748377701
chr4	153311694	843784118	153912526	258.0	0.000204646425707
chr4	153912526	844384950	154451798	256.0	0.000203060019307
chr4	154451798	844924222	155014585	251.0	0.000199094003304
chr4	155014585	845487009	155579377	249.0	0.000197507596904
chr4	155579377	846051801	156179078	249.0	0.000197507596904
chr4	156179078	846651502	156742957	253.0	0.000200680409705
chr4	156742957	847215381	157323982	253.0	0.000200680409705
chr4	157323982	847796406	157900983	250.0	0.000198300800104
chr4	157900983	848373407	158488720	247.0	0.000195921190503
chr4	158488720	848961144	159070248	257.0	0.000203853222507
chr4	159070248	849542672	159659217	242.0	0.000191955174501
chr4	159659217	850131641	160235008	251.0	0.000199094003304
chr4	160235008	850707432	160807511	252.0	0.000199887206505
chr4	160807511	851279935	161438009	258.0	0.000204646425707
chr4	161438009	851910433	162023386	255.0	0.000202266816106
chr4	162023386	852495810	162625019	264.0	0.00020940564491
chr4	162625019	853097443	163213632	262.0	0.000207819238509
chr4	163213632	853686056	163783815	247.0	0.000195921190503
chr4	163783815	854256239	164383901	248.0	0.000196714393703
chr4	164383901	854856325	165009708	257.0	0.000203853222507
chr4	165009708	855482132	165640380	254.0	0.000201473612906
chr4	165640380	856112804	166234827	255.0	0.000202266816106
chr4	166234827	856707251	166813899	253.0	0.000200680409705
chr4	166813899	857286323	167425250	259.0	0.000205439628908
chr4	167425250	857897674	168046113	260.0	0.000206232832108
chr4	168046113	858518537	168655508	258.0	0.000204646425707
chr4	168655508	859127932	169221373	250.0	0.000198300800104
chr4	169221373	859693797	169783982	256.0	0.000203060019307
chr4	169783982	860256406	170343351	248.0	0.000196714393703
chr4	170343351	860815775	170956976	256.0	0.000203060019307
chr4	170956976	861429400	171555621	254.0	0.000201473612906
chr4	171555621	862028045	172156671	249.0	0.000197507596904
chr4	172156671	862629095	172771759	259.0	0.000205439628908
chr4	172771759	863244183	173384235	261.0	0.000207026035309
chr4	173384235	863856659	173964830	250.0	0.000198300800104
chr4	173964830	864437254	174572831	259.0	0.000205439628908
chr4	174572831	865045255	175152115	255.0	0.000202266816106
chr4	175152115	865624539	175774427	259.0	0.000205439628908
chr4	175774427	866246851	176371932	251.0	0.000199094003304
chr4	176371932	866844356	176958723	262.0	0.000207819238509
chr4	176958723	867431147	177551875	259.0	0.000205439628908
chr4	177551875	868024299	178145471	256.0	0.000203060019307
chr4	178145471	868617895	178726711	258.0	0.000204646425707
chr4	178726711	869199135	179313379	249.0	0.000197507596904
chr4	179313379	869785803	179885357	262.0	0.000207819238509
chr4	179885357	870357781	180461379	258.0	0.000204646425707
chr4	180461379	870933803	181060851	256.0	0.000203060019307
chr4	181060851	871533275	181639271	245.0	0.000194334784102
chr4	181639271	872111695	182196701	249.0	0.000197507596904
chr4	182196701	872669125	182746114	253.0	0.000200680409705
chr4	182746114	873218538	183333410	256.0	0.000203060019307
chr4	183333410	873805834	183903556	252.0	0.000199887206505
chr4	183903556	874375980	184465464	264.0	0.00020940564491
chr4	184465464	874937888	185024080	249.0	0.000197507596904
chr4	185024080	875496504	185586114	249.0	0.000197507596904
chr4	185586114	876058538	186154832	253.0	0.000200680409705
chr4	186154832	876627256	186706019	253.0	0.000200680409705
chr4	186706019	877178443	187292217	254.0	0.000201473612906
chr4	187292217	877764641	187877434	250.0	0.000198300800104
chr4	187877434	878349858	188463425	242.0	0.000191955174501
chr4	188463425	878935849	189059175	258.0	0.000204646425707
chr4	189059175	879531599	189663878	257.0	0.000203853222507
chr4	189663878	880136302	190274121	253.0	0.000200680409705
chr4	190274121	880746545	191154276	252.0	0.000199887206505
chr5	0	881626700	677361	265.0	0.00021019884811
chr5	677361	882304061	1368835	245.0	0.000194334784102
chr5	1368835	882995535	2001419	253.0	0.000200680409705
chr5	2001419	883628119	2545296	241.0	0.0001911619713
chr5	2545296	884171996	3081327	240.0	0.0001903687681
chr5	3081327	884708027	3627388	240.0	0.0001903687681
chr5	3627388	885254088	4134782	233.5	0.000185212947297
chr5	4134782	885761482	4673347	242.5	0.000192351776101
chr5	4673347	886300047	5221078	253.0	0.000200680409705
chr5	5221078	886847778	5751400	242.0	0.000191955174501
chr5	5751400	887378100	6261587	230.0	0.000182436736096
chr5	6261587	887888287	6810447	244.0	0.000193541580902
chr5	6810447	888437147	7410614	248.0	0.000196714393703
chr5	7410614	889037314	7935872	247.0	0.000195921190503
chr5	7935872	889562572	8502848	249.5	0.000197904198504
chr5	8502848	890129548	9063278	250.0	0.000198300800104
chr5	9063278	890689978	9603155	250.0	0.000198300800104
chr5	9603155	891229855	10121469	244.5	0.000193938182502
chr5	10121469	891748169	10672830	237.0	0.000187989158499
chr5	10672830	892299530	11218450	244.5	0.000193938182502
chr5	11218450	892845150	11771707	251.5	0.000199490604905
chr5	11771707	893398407	12335965	248.0	0.000196714393703
chr5	12335965	893962665	12918515	253.0	0.000200680409705
chr5	12918515	894545215	13487334	247.0	0.000195921190503
chr5	13487334	895114034	14028952	241.0	0.0001911619713
chr5	14028952	895655652	14563556	247.5	0.000196317792103
chr5	14563556	896190256	15109263	241.0	0.0001911619713
chr5	15109263	896735963	15678167	244.5	0.000193938182502
chr5	15678167	897304867	16230022	245.0	0.000194334784102
chr5	16230022	897856722	16781391	252.0	0.000199887206505
chr5	16781391	898408091	17322423	249.0	0.000197507596904
chr5	17322423	898949123	17971685	254.5	0.000201870214506
chr5	17971685	899598385	18565296	259.0	0.000205439628908
chr5	18565296	900191996	19172543	248.5	0.000197110995303
chr5	19172543	900799243	19741755	256.0	0.000203060019307
chr5	19741755	901368455	20326854	253.5	0.000201077011306
chr5	20326854	901953554	21097104	259.0	0.000205439628908
chr5	21097104	902723804	21823968	254.0	0.000201473612906
chr5	21823968	903450668	22499506	258.5	0.000205043027308
chr5	22499506	904126206	23077712	253.0	0.000200680409705
chr5	23077712	904704412	23682744	254.5	0.000201870214506
chr5	23682744	905309444	24289758	250.0	0.000198300800104
chr5	24289758	905916458	24909770	252.0	0.000199887206505
chr5	24909770	906536470	25510765	258.5	0.000205043027308
chr5	25510765	907137465	26120521	252.0	0.000199887206505
chr5	26120521	907747221	26699868	250.0	0.000198300800104
chr5	26699868	908326568	27291515	258.5	0.000205043027308
chr5	27291515	908918215	27882373	257.0	0.000203853222507
chr5	27882373	909509073	28485239	253.0	0.000200680409705
chr5	28485239	910111939	29087403	256.0	0.000203060019307
chr5	29087403	910714103	29730888	267.0	0.000211785254511
chr5	29730888	911357588	30344188	266.0	0.000210992051311
chr5	30344188	911970888	30956023	254.0	0.000201473612906
chr5	30956023	912582723	31517010	242.0	0.000191955174501
chr5	31517010	913143710	32047922	247.0	0.000195921190503
chr5	32047922	913674622	32571419	242.5	0.000192351776101
chr5	32571419	914198119	33142872	251.0	0.000199094003304
chr5	33142872	914769572	33726341	258.0	0.000204646425707
chr5	33726341	915353041	34541593	266.0	0.000210992051311
chr5	34541593	916168293	35111720	245.0	0.000194334784102
chr5	35111720	916738420	35678727	246.0	0.000195127987302
chr5	35678727	917305427	36272151	262.0	0.000207819238509
chr5	36272151	917898851	36841210	246.5	0.000195524588903
chr5	36841210	918467910	37423273	257.0	0.000203853222507
chr5	37423273	919049973	38021528	249.0	0.000197507596904
chr5	38021528	919648228	38568487	246.0	0.000195127987302
chr5	38568487	920195187	39159446	246.5	0.000195524588903
chr5	39159446	920786146	39724497	253.5	0.000201077011306
chr5	39724497	921351197	40292418	253.0	0.000200680409705
chr5	40292418	921919118	40867250	247.5	0.000196317792103
chr5	40867250	922493950	41435566	252.0	0.000199887206505
chr5	41435566	923062266	42024568	247.0	0.000195921190503
chr5	42024568	923651268	42597412	247.0	0.000195921190503
chr5	42597412	924224112	43222048	265.0	0.00021019884811
chr5	43222048	924848748	43855662	262.0	0.000207819238509
chr5	43855662	925482362	44453603	259.5	0.000205836230508
chr5	44453603	926080303	45057535	269.0	0.000213371660912
chr5	45057535	926684235	45654919	250.0	0.000198300800104
chr5	45654919	927281619	49700147	255.5	0.000202663417706
chr5	49700147	931326847	50341804	249.5	0.000197904198504
chr5	50341804	931968504	50969739	254.0	0.000201473612906
chr5	50969739	932596439	51583592	260.5	0.000206629433708
chr5	51583592	933210292	52170845	249.5	0.000197904198504
chr5	52170845	933797545	52736372	247.0	0.000195921190503
chr5	52736372	934363072	53321173	261.0	0.000207026035309
chr5	53321173	934947873	53884740	260.0	0.000206232832108
chr5	53884740	935511440	54446467	239.0	0.000189575564899
chr5	54446467	936073167	55082887	256.0	0.000203060019307
chr5	55082887	936709587	55650914	247.0	0.000195921190503
chr5	55650914	937277614	56213947	257.0	0.000203853222507
chr5	56213947	937840647	56778693	245.5	0.000194731385702
chr5	56778693	938405393	57334281	249.0	0.000197507596904
chr5	57334281	938960981	57957315	258.0	0.000204646425707
chr5	57957315	939584015	58520300	245.0	0.000194334784102
chr5	58520300	940147000	59091275	255.0	0.000202266816106
chr5	59091275	940717975	59663688	249.0	0.000197507596904
chr5	59663688	941290388	60272527	255.0	0.000202266816106
chr5	60272527	941899227	60858206	253.0	0.000200680409705
chr5	60858206	942484906	61400971	246.0	0.000195127987302
chr5	61400971	943027671	61999791	259.0	0.000205439628908
chr5	61999791	943626491	62587289	256.0	0.000203060019307
chr5	62587289	944213989	63214394	256.0	0.000203060019307
chr5	63214394	944841094	63858369	272.0	0.000215751270513
chr5	63858369	945485069	64456935	255.0	0.000202266816106
chr5	64456935	946083635	65053632	258.0	0.000204646425707
chr5	65053632	946680332	65642271	252.0	0.000199887206505
chr5	65642271	947268971	66217622	248.0	0.000196714393703
chr5	66217622	947844322	66769026	245.0	0.000194334784102
chr5	66769026	948395726	67341185	247.0	0.000195921190503
chr5	67341185	948967885	67881005	247.0	0.000195921190503
chr5	67881005	949507705	68447882	250.0	0.000198300800104
chr5	68447882	950074582	70770493	259.0	0.000205439628908
chr5	70770493	952397193	71333954	244.0	0.000193541580902
chr5	71333954	952960654	71910859	252.0	0.000199887206505
chr5	71910859	953537559	72481529	262.0	0.000207819238509
chr5	72481529	954108229	73036952	257.0	0.000203853222507
chr5	73036952	954663652	73572557	251.0	0.000199094003304
chr5	73572557	955199257	74112609	247.0	0.000195921190503
chr5	74112609	955739309	74732221	258.0	0.000204646425707
chr5	74732221	956358921	75312619	245.0	0.000194334784102
chr5	75312619	956939319	75890156	250.0	0.000198300800104
chr5	75890156	957516856	76462390	260.0	0.000206232832108
chr5	76462390	958089090	77049223	242.0	0.000191955174501
chr5	77049223	958675923	77661115	260.0	0.000206232832108
chr5	77661115	959287815	78208500	239.0	0.000189575564899
chr5	78208500	959835200	78769072	260.0	0.000206232832108
chr5	78769072	960395772	79364074	259.0	0.000205439628908
chr5	79364074	960990774	79950549	253.0	0.000200680409705
chr5	79950549	961577249	80524798	254.0	0.000201473612906
chr5	80524798	962151498	81126809	261.0	0.000207026035309
chr5	81126809	962753509	81725259	263.0	0.000208612441709
chr5	81725259	963351959	82326170	255.0	0.000202266816106
chr5	82326170	963952870	82954251	253.0	0.000200680409705
chr5	82954251	964580951	83545799	254.0	0.000201473612906
chr5	83545799	965172499	84126729	262.0	0.000207819238509
chr5	84126729	965753429	84739888	266.0	0.000210992051311
chr5	84739888	966366588	85378103	251.0	0.000199094003304
chr5	85378103	967004803	86017759	253.0	0.000200680409705
chr5	86017759	967644459	86628822	260.0	0.000206232832108
chr5	86628822	968255522	87235451	247.0	0.000195921190503
chr5	87235451	968862151	87825521	258.0	0.000204646425707
chr5	87825521	969452221	88432096	253.0	0.000200680409705
chr5	88432096	970058796	89010570	250.0	0.000198300800104
chr5	89010570	970637270	89593298	242.0	0.000191955174501
chr5	89593298	971219998	90183566	257.0	0.000203853222507
chr5	90183566	971810266	90747608	258.0	0.000204646425707
chr5	90747608	972374308	91345559	264.0	0.00020940564491
chr5	91345559	972972259	91987875	264.0	0.00020940564491
chr5	91987875	973614575	92573828	255.0	0.000202266816106
chr5	92573828	974200528	93161998	253.0	0.000200680409705
chr5	93161998	974788698	93755094	249.0	0.000197507596904
chr5	93755094	975381794	94348395	250.0	0.000198300800104
chr5	94348395	975975095	94948401	261.0	0.000207026035309
chr5	94948401	976575101	95558160	248.0	0.000196714393703
chr5	95558160	977184860	96124928	249.0	0.000197507596904
chr5	96124928	977751628	96725511	260.0	0.000206232832108
chr5	96725511	978352211	97326919	262.0	0.000207819238509
chr5	97326919	978953619	97932978	260.0	0.000206232832108
chr5	97932978	979559678	98531460	254.0	0.000201473612906
chr5	98531460	980158160	99257069	258.0	0.000204646425707
chr5	99257069	980883769	99944463	253.0	0.000200680409705
chr5	99944463	981571163	100586373	260.0	0.000206232832108
chr5	100586373	982213073	101190283	257.0	0.000203853222507
chr5	101190283	982816983	101808077	253.0	0.000200680409705
chr5	101808077	983434777	102408577	255.0	0.000202266816106
chr5	102408577	984035277	102996269	261.0	0.000207026035309
chr5	102996269	984622969	103615366	264.0	0.00020940564491
chr5	103615366	985242066	104224025	256.0	0.000203060019307
chr5	104224025	985850725	104810809	262.0	0.000207819238509
chr5	104810809	986437509	105417094	240.0	0.0001903687681
chr5	105417094	987043794	106024322	260.0	0.000206232832108
chr5	106024322	987651022	106624378	253.0	0.000200680409705
chr5	106624378	988251078	107199750	258.0	0.000204646425707
